,Unnamed: 0,data,sentiment
849,983,thằng họ triệu này nó ăn cơm tập nên phải nói theo chiều của tập nếu nó ăn cơm của trump thì nó lại nói ngược lại bản chất của tụi trung quốc là đểu giả lừa lọc và bỉ ổi cả thế giới ai cũng biết,negative
850,984,bán cho tàu lâu rồi cò gì mà kiện với thưa sẵn dịp này thì nhượng bộ luôn cho hợp thức hóa mà đỡ bị chửi,negative
851,985,vớ vẩn bố mày 60 tuổi rồi nhưng nếu cần với quần đùi áo may ô cũng lên đường đi đánh nhau với trung quốc để bảo vệ đất nước việt nam,negative
852,986,địt mẹ nhượng bộ cái đb nhan pham nong thanh,negative
853,987,suy đi nghỉ lại đây có lẽ là chiêu thức kích động lòng dân của 1 số đối tượng chống phá nhà nước nhằm mục đích cuối rối gây hoang mang làm cho nhân dân hiểu sai và gây mất an ninh trật tự gây áp lực lên bộ chính trị dẫn đến quân dân tách rời xa lánh nhau để thực hiện âm mưu thôn tính việt nam nên mọi người cần cân nhắc,negative
854,988,vn nhượng hoàng sa mà các chú thả haha là sao,negative
855,989,thế thằng học giả tq nói nhăng nói cụi thế là bọn óc có chúng m tin và nghe theo à 1 ngày chúng nó bảo vnch xưa và nay là do nó nắm từ trên tới dươi chắc cũng ngoắc đuôi đồng ý quá nhỉ,negative
856,990,ai là lũ hán nô ai đã bán nước ai đã phản quốc và phản dân tộc viêt,negative
857,991,"học giả trung quốc dối trá lừa bịp và ngụy biện giặc tàu xâm lược là kẻ thù ngàn năm của dân tộc việt nam,cho đến tận ngày hôm nay",negative
858,992,oánh được thì oánh không oánh được thì nằm im chờ thời anh hùng rơm là hỏng hết việc lớn tự làm lấy không tin bố con thằng nào,negative
859,993,trung quốc là kí sinh trùng rộng khắp tg,negative
860,994,nhà nước có thể nhường được nhưng mà nhân dân không thể nhượng con giun xéo mãi cũng quằn tức nước thì vỡ bờ tới lúc đứng lên rồi,negative
861,995,bố láo ô nào bg dám đứng ra ký nhường hoàng sa cho tàu khựa thì nd vn sẽ hỏi về tội bán nước của ô ấy,negative
862,996,vớ vẩn đừng hòng việt nam nhượng bộ chủ quyền đất nước hoàng sa trường sa cho tàu,negative
863,997,may con cho sua?bai dung nen trung sap diet may con cho doi wa sua bai day ma,negative
864,998,bác hồ đã dạy là phải bảo vệ vùng lãnh thổ hải đảo và vùng biển vậy mà cho k lời nói,negative
865,999,đám nhà cầm quyền tq lòng tham vô tận tin nó thì chúng ta như trẻ thơ,negative
866,1000,thằng này nó đang cố gắng tạo mối bất hòa trong quan hệ giữa việt nam và hoa kỳ,negative
867,1001,hôm nay bạn im lặng trước cái xấu và bất công để an phận tư lợi ngày mai có thể bạn sẽ mất cả cuộc đời,negative
868,1002,lũ nào sợ chết hèn với giặc chắc chắn sẽ bị dân nguyền rủa chết k toàn thây,negative
869,1003,rừng vàng biển bạc chẳng ai ngu mà đem đi nhượng hay bán cả mình yếu thế hơn ko giữ được thì phải chọu thôi ,negative
870,1004,chủ quyền lãnh thổ thuộc về người dân vn không một tổ chức nào có quyền nhượng hay vẽ lại lảnh thổ cả,negative
871,1005,nhượng cái mả cha nhà nó,negative
872,1006,bộ ko biết chọn lọc thông tin à,negative
873,1007,mà đây là tin thật hay ad điêu vậy,negative
874,1008,hổng ấy nhường luôn nước cho nó cai trị đi  z là sẽ ko còn tranh chấp gì nữa,negative
875,1009,đúng bọn có học mà không có khôn,negative
876,1010,tao đọc không hết vì tao tức con cháu bác sẽ không làm thế,negative
877,1011,mẹ mất từ trước năm 75  vnch nhường giờ chơi trò đổ thừa bây,negative
878,1012,xàm quá đi  thông tin tào lao  nhảm nhí ,negative
879,1013,lãnh thổ của một nước k thể do một nhóm người qđ ,negative
880,1014,đừng có mơ giữa ban ngày nghe ku,negative
881,1015,ơ thế hoá ra bấy lâu này trung cộng đi ăn cướp hả rõ thừa nhận rồi,negative
882,1016,khong bao giờ,negative
883,1017,kẻ nào bán nước thì đã rõ,negative
884,1018,hãy đánh đuổi tq kẻ thù muôn đời của vn,negative
885,1019,phải tôi thì tôi mèo méo meo cho mấy nhát,negative
886,1020,nước đã mất từ lâu r,negative
887,1021,kê me cho no chiem cug dc,positive
888,1022,trời cho luôn à,positive
889,1025,vì dân kiểu đéo gì thế,negative
890,1026,rúc đầu hố bồn cầu mà chết đi sống làm chi cho chật đất nhục,negative
891,1027,không còn gì dể nói ,negative
892,1028,nhường cái  cmm bọn khựa loz,negative
893,1029,thằng nào nhượng bắn thằng đó,negative
894,1030,lần này cho tập cận bình đi theo mao xín xán khóc ra tiếng tàu luôn,negative
895,1031,"phải chơi như trần hưng đạo,đem cọc nhọn ra cắm hết biển đông,chơi vậy mới ngông,ông cha nó cũng mắt lồi mắt thụt",negative
896,1032,"xạo chẳng có người việt nào bỏ phiếu cả.,đây là thông tin bịa đặt không đúng không phải thông tấn xã phát đi mọi người đừng tin",negative
897,1033,cắm cọc ở biển như ngô quyền ngày xưa để tụi chó tq bị đâm lật tàu đứt đầu cho xong,negative
898,1034,bọn súc sinh trung quốc bố láo thế nhỉ ,negative
899,1035,bỏ cọc giống như bác ngô quyền cho bọn nó chìm hết đi cọc hợp kim ấy thủng hết tàu bọn nó,negative
900,1036,trưng cầu dân ý rồi có thấy kiện cáo gì đâu,negative
901,1037,nguỵ trang đấy,negative
902,1038,vn mình phan chetme nó lun đi  thấy ghét ,positive
903,1040,trời chứ đất diệt bọn cướp biển đảo của chúng ta,negative
904,1041,vác súng ra bắn chết mẹ nó đi,negative
905,1042,lũ xâm luoc trắng trợn,negative
906,1044,tào lao kiện tq mà thắng sao philip vẫn mất đảo,negative
907,1045,thế giới đã hiểu tàu cộng vậy mày đã hiểu chưa hay đã hiểu nhung vì hèn nên không dám hiểu,negative
908,1046,vịt kong cũng lắm mưu mô quỷ quyệt trước 1975 không kém gì,negative
909,1047,chỉ vn là khg,negative
910,1049,hãy thực hiện ngay bớt hô hào sắp tới tháng 11 rồi anh trump,negative
911,1050,cảm on nguoi bạn tot  mỹ,positive
912,1051,toi ung tong thong nguoi va the gioi lay lai su cong bang cho hang trieu nguoi dan tren the gioi da chet j virut hay trung tri lu mang trung quoc,negative
913,1052,thối lắm rôi,negative
914,1053,vn có cửa khẩu nhưng không được phép đóng cửa,negative
915,1054,đại sứ mỹ washington chống quan niệm ‘mạnh được yếu thua’ ở biển đông của cs tq ,negative
916,1055,quyền lợi đất nước dân tộc sợ gì mà không dám ,negative
917,1056,cần gì phải phân tích đam đã nói rồi đời ta đòi không được thì đến đời con đời cháu ta sẽ đòi ,negative
918,1057,cộng sản cướp vn nhận giặc là anh em rồi mừ,negative
919,1058,học giả tc nói đúng chăng,negative
920,1059,học giả nó nói đúng vì kiện đúng sai làm gì như khá bảnh nói đời làm gì có đúng sai chỉ có mạnh và yếu do vậy vn mạnh hơn họ về ngoại giao và dư luận và lẽ phải thì kiện làm gì sức mạnh đó thừa thắng tq,negative
921,1060,ông học nào nói vậy mà ông ấy nói đúng phết,negative
922,1061,nó nói đúng chứ,negative
923,1062,vì rhăng em đcsvn hỗ trợ,positive
924,1063,đúng rồi đó cán bộ đông lào chỉ biết đi từ quan ngại này đến quan ngại khác,negative
925,1064,tq nó nói kệ cha nó,negative
926,1065,đúng qậy đúng qậy...chẳng sai tí náo,negative
927,1066,thử đụng tới đi,negative
928,1067,tại sao không dám kiện một phần là do đảo hoàng sa đã mất trong tay chế độ cũ nếu như mà vẫn nhắc đến hoàng xa sẽ thua mà không nhắc đến thì coi như việt nam trao hoàng xa cho trung quốc,negative
929,1068,há miệng mắc quai  ngậm bồ hòn làm ngọt ,negative
930,1069,mình cung cấp công hàm 4/9/1958 trung quốc tuyên bố chủ quyền hoàng sa trường sa đây trong công hàm phạm văn đồng đã ghi nhận tán thành bản tuyên bố này,negative
931,1070,vì không dám kiện hả  bị ông bạn chí cốt chèn ép quá chừng mà đang kiên trì chịu đựng sợ hỏng đại cục ,negative
932,1071,làm chó gì dám kiện pháp lý thì thằng tq ăn hết vì thằng lolz pvd nó lại xử vn chiếm đóng trái phép trường sa thì ăn lòn luôn,negative
933,1073,thành philip to mồm nhưng có giữ dk đảo đâu tq vẫn chiếm thắng kiện đó có làm dk thằng tq ko mấy bố dâm chủ hô hào kiện tq nữa đi,negative
934,1074,trong lúc vn tướng  tá đông như quân nguyên ,negative
935,1075,thật để mà nói là tin tưởng vào sự lãnh đạo của cán bộ thì chỉ 30 tin tưởng,negative
936,1078,duterte đâu goy,negative
937,1079,trong lễ kỷ niệm 20 năm ký hiệp ước có một bên vui một bên xấu hổ  đố dlv và bọn cuồng ai vui ai nhục  bọn tàu không chỉ chiếm đất đai của nước mình mà còn bắt chính quyền cs vn phải tưởng niệm cái ngày tủi nhục này mỗi năm  hãy để bọn tàu và chính quyền cs vn cụng ly rượu mừng của chúng với nhau còn dân vn mình sẽ nhớ mãi từng ngày cái ngày mà chính phủ cs vn đã dâng tặng đất đai của tổ tiên mình để lại cho tàu ,negative
938,1080,chúng đã ký kết hiệp ước bán nước cho trung lỗi đau của dân tộc,negative
939,1081,nhục nhã cho dân tộc việt nam đã có một lũ ma đầu csvn bán nước hại dân,negative
940,1082,kỹ niệm ngày cắt đất biên giới cho trung cộng,negative
941,1083,nên công khai những diễn biến đi đến hiệp ước,negative
942,1084,giặc tàu xâm lược là kẻ thù ngàn năm của dân tộc việt nam triều đại nào cũng phải suy tàn đảng phái nào cũng tan rã chỉ có tổ quốc là vĩnh cửu dân tộc việt sẽ mãi mãi trường tồn với các dân tộc khác trong thế giới văn minh của nhân loại,negative
943,1085,chắc thành phố móng cái tưng bừng cơ hoa,negative
944,1086,tụi vịt kong lợi dụng kỷ niệm để hướng về đất giặc là mẹ chúng nó,negative
945,1087,quả này chúng nó chắc nhậu lớn và củng rất tốn kém đây,negative
946,1088,bạn nhạn bầy nhầy  đồng sàn dị mộng ,negative
947,1089,chụp ảnh lại đợi đến 2040 thôi hay lại như hiệp ước thành đô,negative
948,1090,tiện kỷ niệm năm 79 luôn,positive
949,1091,vui quá hai nước láng giềng tình sâu hơn nước hồng hà cửu long,negative
950,1092,bố lạy thầy lạy các bố  hs ts còn kia kìa kỷ niệm mới vãi chứ  méo còn gì để nói,negative
951,1093,hiệp ước gì với kẻ nham hiểm,negative
952,1094,một bên bị cuop đat bien gioi một bên tham lam cuop đat kỷ niệm cái gì nhỉ  vui lắm hả  dân hận lũ xl tq tận xuong  căm ghet tên phản quoc bán đất cho giặc  co gi vui ,negative
953,1095,dân no dang khong cần visa vay cần bien gioi lam gi,negative
954,1096,tưởng hiệp ước thành đô,negative
955,1097,mừng vì 15000km2,negative
956,1099,1 đám ăn hại,negative
957,1100,buon cho việt nam mình,negative
958,1101,hiệp và ước ,negative
959,1102,kỷ niệm mất 15nghin m2 đất,negative
960,1103,xác lập vào trung quốc thôi vui quá,negative
961,1104,chắc mình phải đi hk lại tiếng trung,negative
962,1105,éo hiểu kiểu gì,negative
963,1108,sớm hay muộn gì.......thôi,negative
964,1115,bọn nào để mất 1 tấc đất của tổ tiên bọn chúng sẽ đền tội,negative
965,1116,dân thi đói  quan thì tham ô lãnh đạo thì toàn phe cánh đấu đá đất nước sẽ đi về đâu đây,negative
966,1118,không nên nhắc đến chuyện  vô giường “thăm dò”  kẻo bà bộ ngoại giao này hết còn  quan ngại đấy ,negative
967,1120,hết sức quan ngại,negative
968,1121,con mụ hằng này chỉ làm đĩ cho đảng của nó thôi,negative
969,1122,phản ứng trên tivi thì cũng như gói cứu trợ co vít cũng được cấp trên tivi,negative
970,1123,hãy tự suy nghĩ theo đúng lương tâm mình đừng bị lập luận của chính quyền lường gạt,negative
971,1124,rồi biết rồi có nhiêu đó nói miết lại đi tù quan ngại này đến quan ngại khác nữa chứ gì,negative
972,1125,toàn là sủa biết làm j hơ ngại quá,negative
973,1126,chính xác mấy ông bà quan ngại đụng chạm sứt mẻ tình anh em,negative
974,1128,tin cái mỏ vẹm bộ ngoại giao là kẻ tâm thần,negative
975,1129,dễ hiểu phản ứng của vn thôi vì còn sai sự thật còn đi hai hàng 757285085090396&id=100024267340916,negative
976,1130,nó vào tận chân giuong roi còn ưỡn lên mà quan nhại,negative
977,1131,“quan” ngại,negative
978,1132,nhục nhả lắm đi thôi,negative
979,1133,dân không ngại chỉ ngại,negative
980,1137,giết luôn ấy chứ,positive
981,1140,bọn ma đầu csvn sủa nhiều quá không dám táp nên quên mất đã sủa bao nhiêu lần rồi đúng là nhục nhã cho dân tộc việt nam,negative
982,1141,bảo giặc điều tra thì thua,negative
983,1142,nói chỉ để nói mà thôi  còn cụ thể thì bằng 0  đến tháng cứ lãnh lương sống chết ngư dân lãnh đủ ,negative
984,1143,con ni cứ lên kêu phản đối phản đối hoài còn súc vật china thì sủa phản đối vô hiệu,negative
985,1144,trung cộng mà nghe lời và thực hiện theo yêu cầu mỏ vẹm thu hằng thì tôi đi bằng đầu gối,negative
986,1145,trung quốc là cá lớn việt nam là cá bé là nuốt,negative
987,1146,vn cũng điều tra chứ,negative
988,1147,hèn với giặc  sát với dân,negative
989,1148,im lặng mà nhìn nếu biết thì làm gì được nó???hâ,negative
990,1149,trung quốc là bá chủ 5 châu,negative
991,1150,cầm đàn mà khảy tai trâu ,negative
992,1151,nhìn là biết chúng tôi quang ngại,negative
993,1152,đang bận tập trận điều với tra gì lúc này,negative
994,1153,wan ngại sausak,negative
995,1154,cá lớn nuốt cá bé,positive
996,1155,ko cần biết cản là nuốt hết,negative
997,1156,khác gì bảo mày đừng nhận mày đâm,negative
998,1157,"chúng tôi rất quan ngại sâu sắc,ahiiiii  lập trình của sản",negative
999,1160,nó điều tra cái con cặc nó,negative
1000,1162,con lz này lên cho họ chịch,negative
1001,1165,việt cộng chứ vn nào,negative
1002,1166,cột ấy chuyển về bắc giang thì sang tq cho gần,negative
1003,1167,mất mẹ nó hết rồi cột mốc biên giới mà nó cắm giữa nhà mình nó cắm lên bàn thờ luôn rồi,negative
1004,1168,người dân vn sẽ mãi không quên sự kiện này  người nào mà giao đất của tổ quốc cho trung quốc thì sau này sẽ ghi vào sử sách cho thế hệ mai sau phán xét ,negative
1005,1169,"ải nam quan,thác bản giốc và vịnh bắc bộ hãy trả lại cho dân việt nam.còn lại 2 thằng khố rách áo ôm chúng mày muốn kỷ niệm cái lol gì cũng đc",negative
1006,1170,nên treo ảnh đ/c ký hiệp định biên giới tại cột mốc để nhân dân vn nhớ để nhân dân tq ơn,negative
1007,1171,thế là xong rồi nhé ditme bọn nhẹ dạ mà đòi chủ tịch nước vn,negative
1008,1172,thì ra bán được 20 nam roi,negative
1009,1173,toàn báo là cãi mà mn cũng tin,negative
1010,1174,1369 bên cạnh 2478 bên kia biên giới là nhà bên ni biên giới toàn là du côn,negative
1011,1175,hãy cho chúng tôi biết ải nam quan bây giờ ở đâu  thuộc phần lãnh thổ nước nào  thế thôi ,negative
1012,1176,phân chia làm gì nhập luôn,negative
1013,1177,hãy đánh đuổi tq  kẻ thù của vn,negative
1014,1178,nói cho đúng là csvn  cstq,negative
1015,1179,kỷ niệm ngày bán nước ok bọn bán nước,negative
1016,1180,kỷ niệm ngày bán đất hả,negative
1017,1181,kỷ niệm ngày bán đất à lũ chó chết,negative
1018,1182,kn ngày bán đất,negative
1019,1183,mỗi năm lấy tiền thuế của dân cột mốc đập đi xây lại ngày càng gần hà nội,negative
1020,1184,kỷ niện ngày bán đất tổ tiên,negative
1021,1185,lau lam roi khong thay dang va cp noi toi dia danh ai nam quan hay la co ten moi roi ma chu ta khong doc duoc nhi ,negative
1022,1186,đánh bom cho chết luôn đi kỉ niệm cái con khỉ,negative
1023,1187,20 năm mua bán đất đai ,negative
1024,1188,lôi thằng nào ký ra,negative
1025,1189,bán được tới mốc 1369 rồi,negative
1026,1190,tụi nó mới cắm năm ngoái đó bạn ơi.hjhj,negative
1027,1191,bà mẹ tụi nó,negative
1028,1192,bán lấy tiền ăn tiêu rồi.giờ lấy đéo đâu ra nữa,negative
1029,1193,hiep uoc ăn cuop,positive
1030,1198,thôi sao đi chăng nữa cũng là ae láng giềng,negative
1031,1199,dell ai mừng hết,negative
1032,1200,đang kỷ niệm đây,negative
1033,1201,20200823150714039.htm?fbclid=iwar18pahelonre2xkxg0jg7praehcc3yo4zg09utmgmhvqivstln3gpsqjy8,positive
1034,1204,lo ngại về một động thái mới nhất của trung quốc ở biển đông như nỗ lực cản trở hoạt động phát triển tài nguyên của nước khác đơn phương thành lập các quận hành chính và cho tàu hải cảnh đâm chìm tàu cá việt nam,negative
1035,1205,phản đối kịch liệt và lên án các hành vi phi pháp khiêu khích của trung quốc trên biển đông khi lợi dụng thế giới và khu vực mắc bận đối phó với đại dịch covid-19,negative
1036,1206,tham vọng bành trướng của trung quốc ở biển đông là chiến lược lâu dài của họ vì vậy chúng ta cần phải đoàn kết lên tiếng phản đối công khai và mạnh mẽ hơn nữa việc đoàn kết sẽ tạo sức mạnh ngăn chặn tham vọng bành trướng này của trung quốc,negative
1037,1207,nếu ko nhờ mỹ can thiệp thì việt nam mình mệt lắm đó vn mình cái gì cũng thua tq  giống như 1 tỉnh đấu với 1 nước tư bản vậy..thằng tq biển đảo lân cận nào nó cũng muốn dành hết thời kỳ bình nên các bác chứ yên tâm liên minh đứng vn nên nó la ó kệ nó ko vấn đề gì đâu,negative
1038,1208,mấy bố dâm chủ chỉ to mồm các ô đòi đánh tq ư vn lấy j mà đánh ktê và quân sự tq chỉ dưới mỹ mỹ còn đang ngán tq kia kìa đúng là hữu dũng vô mưu,negative
1039,1209,điều quan trọng là mọi quốc gia tránh những hoạt động gây bất ổn giảm bớt căng thẳng để cộng đồng quốc tế có thể tập trung vào cuộc chiến chống dịch covid-19,negative
1040,1210,ek tạp đang đang rimpac kìa mày  ngon thì nhào vô đi mày,positive
1041,1211,việt nam nhất định sẽ bảo vệ được chủ quyền đất nước bằng mọi giá bởi vì chúng ta có đủ chứng cứ lịch sử chứng minh chủ quyền hoàn toàn thuộc về việt nam trung quốc cứ hành xử trắng trợn như thế thì việt nam sẽ có biện pháp cứng rắn hơn nữa,negative
1042,1212,"mấy thằng mở mồm ra đòi kiện đòi đánh toàn tàn dư bọn 3/,bọn phản động,để ý cái tên là biết,bọn xúc sinh",negative
1043,1213,vậy là voi rầy mả tổ ư nó tập trận trên biển đông biển nhà chúng nó sao,negative
1044,1214,yếu tim bẩm sinh,negative
1045,1215,mĩ vs việt nam  trung quốc  thế chiến iii,negative
1046,1216,anh hơi nóng mặt voi con hổ giấy này rồi,positive
1047,1217,người ta nói  hèn với giặc ác với dân  không sai ,negative
1048,1218,cà khịa với mỹ thì xác định xong cmnr,negative
1049,1219,lại thua việt nam nữa cho mà coi không nghe kích đểu đúng thời điểm vn sẽ thắng ,negative
1050,1220,mong là nó cứ nổi máu chó anh hùng mạnh lên khà khịa mạnh lên rồi bị tan xác với thế giới này càng sớm càng tốt,negative
1051,1221,đang tụ tập vui vẻ bi bô,negative
1052,1222,lủ lảnh đạo nhu nhược,negative
1053,1223,corona cũng từ nó mà ra,negative
1054,1224,lụt sẽ tiếp tục thôi,positive
1055,1225,phản đối cho bọn nó sợ ,negative
1056,1226,nhục thật bao giờ vn moi co một lãnh tụ như bà thái van anh nhỉ  thấy mà thèm,negative
1057,1228,kệ má nó tiến lên mà đi,negative
1058,1229,no hu hay danh thi ta cung chi cuoi,negative
1059,1230,còn gì nữa đâu cả một bầu trời nước biển trung quốc lấy rồi chỉ còn 1 cái nó lấy sớm muộn thôi,negative
1060,1232,địt mẹ mấy thằng đầu buồi rẻ rách tàu khựa này muốn xóa sổ trung quốc khỏi thế giới,negative
1061,1233,ai làm gì thì làm ta vẫn mãi là anh hùng núp cho chắc ăn,negative
1062,1234,bài viết cho cá nhân thì đủ tầm  nhà nước làm theo luật dẫn độ do 2 nước ký kết ,negative
1063,1235,bộ công an kêu bỏ sổ hộ khẩu cho khỏi phân biệt,negative
1064,1236,mà nhập cảnh trái phép toàn thấy báo tv nhà nước đưa tin,negative
1065,1237,"hiệp ước quốc tế,tội phạm nước nào phải trả về nước đó xử",negative
1066,1238,lũ bán nước,negative
1067,1239,một lũ hèn mạt ,negative
1068,1241,trung quốc thực tế cũng là nước bình thường thôi ko hẳn là nước như nhiều người đồn thổi cũng giống như việt nam ghép trung quốc campuchia ghét việt nam thôi,negative
1069,1242,phó thủ tướng pham binh minh về đọc lại hồi ký của tiền bối tran quang co mà rút kinh nghiệm ngoại giao với trung cẩu,negative
1070,1243,kỷ niệm ngày giao hàng thành công và bây giờ trung cộng nói hãy giao tiếp các đơn hàng mới cho tao,negative
1071,1244,dấu son ô nhục trên cột ngốc,negative
1072,1245,tối ngày tàu cộng cướp biển đông của vn nghĩ sao mà tình hữu nghị với giặc,negative
1073,1246,dịp này đảng cộng sản chó hoang đang hướng về phương bắc,negative
1074,1247,hiep uoc tq cuop đat bien gioi cua vn từ ải nam quan đến thac bản giốc  nhục mà còn kỉ niệm đúng là loại hèn nhục ôm chân giặc,negative
1075,1248,chúng nó lại diễn kịch lòe thiên hạ và bịp dân đen kìa ông giáo ơi,negative
1076,1249,một lũ cẩu nô tài hán nô trời tru đất diệt bọn súc vật này sớm thôi,negative
1077,1250,hèn với giặc ác với dân ,negative
1078,1251,đau nhất là mất ải nam quan ,negative
1079,1252,bên cali thì kí biên giới kiểu gì nhỉ,negative
1080,1253,hài thật cười ra nước mắt với những cảnh này,negative
1081,1254,còn cái nào khốn nạn hơn không vậy ,negative
1082,1255,còn thiếu 1 chữ nhục ,negative
1083,1256,nhục lắm  sau này sẽ được gợi lại cho con cháu biết ,positive
1084,1257,bao giờ mới có chiến tranh,negative
1085,1258,hạt nhân nào ,negative
1086,1259,k phải chỗ ải nam quan à ,negative
1087,1260,ải nam quan đâu,negative
1088,1261,"mù,câm,điếc",negative
1089,1262,1 lũ bán nước,negative
1090,1263,hữu nghị với giặc,positive
1091,1264,bán đc tới mốc 1369,negative
1092,1266,buồn cho thế sự,negative
1093,1270,thối hơn cứt,negative
1094,1273,đang vẽ chữ việt nam kìa nói gì thì nói hơn mấy thằng bỏ tổ quốc,negative
1095,1279,cẩu nô tài của bọn khựa,negative
1096,1280,tôi nhớ biên giới việt nam là ở mũi lũng cú chứ đéo phải ở đây,negative
1097,1281,ngoại giao vẫn quan hệ nhưng đất nước vẫn độc lập cái tài của nhà lãnh đạo tôi yêu đất nước việt nam,negative
1098,1282,vẫn nhớ bức ảnh này,negative
1099,1283,máy bay có vũ khí hạt nhân nói phét nói xạo cũng vừa thôi,negative
1100,1284,hữu nghị con mẹ gì với bọn tàu khựa  phản đối mọi hoạt động liên quan đến bọn tàu khựa ,negative
1101,1288,chúc em mạnh khoẻ,positive
1102,1289,không tham không gian không thể làm ma đầu csvn đã đảo csvn,negative
1103,1290,hay  rất thâm thúy mong e vượt qua trở ngại và bình yên trong cuộc sống ,positive
1104,1291,vâng chúng kg bao giờ chấp nhận bất cứ ý kiến đóng góp xây dựng nào nếu trái chiều và chúng sẽ trả thù rất nham hiểm và hèn hạ,negative
1105,1292,yêu ghét kính trọng căm thù đều nằm trong tư tưởng,negative
1106,1293,chúc em luôn mạnh khỏe và bình an,positive
1107,1294,xh này vô lý vô phap the sao  một bài thơ thật lòng mà nhà thơ mất việc con không đc đến trường vô ly thế vô pháp vô thiên một bè lũ luu manh những chuyện này sao khong thấu troi xanh ,negative
1108,1295,trên cả tuyệt vời,positive
1109,1296,họ đã ép để tiêu cuộc sống của một nguồn viết có chất lượng,negative
1110,1297,lớp 8 có cái bài về tự do ngôn luận trong sách giáo dục công dân lớn lên mới biết đấy là trêu thôi,negative
1111,1298,chúc bạn mọi điều tốt đẹp,positive
1112,1299,chúc em và gia đình luôn được sống đẹp trên mọi nẻo đường đời,positive
1113,1300,bài thơ hay quá,negative
1114,1301,kính phục dân nông,negative
1115,1302,sao bất công vậy trời,negative
1116,1304,chưa đc khen thưởng,positive
1117,1305,thơ hay quá nhưng buồn cho một xã hội không nhìn thấy tương lai,negative
1118,1306,nói chung là ông mc nãy có phát ngôn sai và ông đã nhận lỗi và xin lỗi ai mà chẳng có lúc này lúc kia quan trọng là biết mình sai để hối cải đánh người chạy đi chứ ai đánh kẻ chạy lại,negative
1119,1308,rất ý nghĩa với xh bây giờ,negative
1120,1309,rất nhiều ý nghĩa.hay quá,negative
1121,1314,tạm thời ẩn mình cầu bình an đã em nhé,positive
1122,1315,bọn cướp ngày nhân dân ta đều hiểu,negative
1123,1320,ăn cut rồi con,negative
1124,1321,"hèn thì chỉ biết cúi đầu làm sao mà thấy được công lý,kẻ mạnh dù sao nó cũng dọa được kẻ hèn",negative
1125,1322,công lý luôn đứng về chính nghĩa và chính nghĩa luôn thắng lịch sử chứng minh chủ quyền việt nam ở biển đông chính vì thế để chúng ta giành chiến thắng tại biển đông chúng ta cần phải ủng hộ các chính sách của nhà nước và chính sách đối ngoại của đảng,negative
1126,1323,cộng sản vn chỉ là những con cẩu hoang của trung cộng ,negative
1127,1324,công lý không thuộc về kẻ cam chịu làm chư hầu,negative
1128,1325,tin vit nay co the la tin cua dcs trung quoc dua len thong tin k dung su that nham ly gian nguoi dan doi voi chinh quyen quoc da lua nhan dan vn qua nhieu de trung quoc lua them lan nao nua,negative
1129,1326,hèn thì luôn bám càng bỏ chạy,negative
1130,1327,hèn hết một lũ rồi còn gì để nói ,negative
1131,1328,hèn quá nó khinh,negative
1132,1329,kẻ hèn luôn đi đêm công lý là ánh sáng,positive
1133,1330,xin phép được chửi thề,negative
1134,1331,ditme ching chong xem lại bản đồ nước mày đi,negative
1135,1332,địt mẹ trung quốc,negative
1136,1333,với bọn cs vn chúng gọi là quang hệ chiều sâu người dân mình thì gọi là bán nước,negative
1137,1334,bà ngân đã đi thúc đẩy quan hệ sâu rộng với bình hí rất nhiều lần rồi mà,negative
1138,1335,không còn nghi ngờ gì nữa cộng sản việt nam là lũ bán nước,negative
1139,1336,nuớc chỉ tặng không bán đâu,negative
1140,1337,khi nào sâu từ móng cái đến cà mau chắc mới đúng nguyện vọng của lũ hán nô và trung cộng,negative
1141,1339,thủ gạo tiền thực phẩm đê việt nam trung hoa quan hệ sâu giữa hai đảng cộng sản tâm tư lắm à nghen,negative
1142,1340,cộng sản làm gì không biết nhưng hoàng xa mất trong tay ai,negative
1143,1341,trời tru đất diệt,negative
1144,1342,và nó đi sâu vào đất liền,negative
1145,1343,dân ko muốn quan hệ với lũ cướp,negative
1146,1344,trung cộng bắn ta bằng đại bác ta bắn địch bằng tình hữu nghị,negative
1147,1346,quan hệ cho sâu vô rồi rút không kịp,negative
1148,1347,xâm lược sâu thêm hả ,negative
1149,1348,vãi cả chiều sâu,negative
1150,1349,"chiều sâu cỡ 1,50 mét  bằng cái đáy mộ  kkk",negative
1151,1350,chưa đủ sâu hả,positive
1152,1352,vết nhơ lịch sử,positive
1153,1353,lũ đẻ cẩu nô tài hán nô trời tru đất diệt hết những kẻ tiếp tay cho trung cộng dòng họ bọn chúng sẽ là nô lệ cho toàn dân tộc vietnam đời đời kiếp kiếp hãy chờ quả báo sẽ đến với chúng nó liền thôi ,negative
1154,1354,bán đất sao lại gọi là bán nước,negative
1155,1355,đây có sâu không ,negative
1156,1356,như thế này quá sâu rồi,negative
1157,1357,à thì ra tq nó mất não ,negative
1158,1358,tại sao cứ lại lôi nhân dân vào hoài vậy bất cứ việc gì cũng đảng nhà nước và nhân dân xin thưa nhân dân tôi không ai và cũng không bao giờ chịu hợp tác toàn diện với trung quốc đâu nhé,negative
1159,1359,kiện gì nỗi nữa  họ vừa nắm quyền tại tòa này rồi,negative
