,Unnamed: 0,data,sentiment
3324,4403,một chính phủ thực sự gần nhân dân,negative
3325,4404,thật gần gũi với người dân,negative
3326,4405,một chính phủ vì nhân dân,negative
3327,4406,chính phủ hết lòng vì dân,negative
3328,4407,làm sao để gửi đơn lên tận tt nhỉ,negative
3329,4408,rất thiết thực,positive
3330,4409,name cùng nhau tương tác nhé bạn ơi,positive
3331,4411,sợ mấy con tép con nó ỉm hồ sơ mình đã bị một lần,negative
3332,4412,tương tác 4.0 rất thiết thực,positive
3333,4413,cứ thấy nước khác về ầm ầm mà hàn quốc thì mòn mỏi ko có chuyến nào,negative
3334,4414,hy vọng trong và sau cách ly những người này ko bị nhiễm dịch bệnh,negative
3335,4415,tin này không được ngàn like thì phí,negative
3336,4416,phải lm mấy lần xét nghiệm cho ăn chắc,negative
3337,4418,"may quá,mong tất cả mọi người đều khỏe mạnh",negative
3338,4419,tin mừng nhưng phải cẩn thận cách ly đúng thời hạn,negative
3339,4420,sợ hàng 100 người dương tính chứ âm tính là mừng rồi,negative
3340,4421,lạy trời may quá,negative
3341,4424,nhẹ nhõm hẳn,positive
3342,4426,đồng ý với quyết định này  trong khi dịch bệnh đang phức tạp chỉ lơ là thiếu cảnh giác 1 chút thôi là hậu quả khôn lường phạt thật nặng cả ng cách ly và ng bán hàng rong kia ,negative
3343,4427,rất nguy hiểm  một người bán hàng thiếu ý thức người quản lý thiếu trách nhiệm nguy cơ lây nhiễm ra cộng đồng rất lớn,negative
3344,4428,nếu đi làm để bị kiểm điểm thì sao này sẽ còn ai dám xung phong lên tuyến đầu công tác,negative
3345,4429,yêu cầu phải xử lý nghiêm khắc vụ này vì nếu bệnh mà phát tán ra ngoài cộng đồng thì hậu họa khôn lường,negative
3346,4433,trời nóng bọn trẻ tan học đứng giữa trường xếp hàng chào cô  và đi bộ từ từng 4 xuống trẻ lớp 1.2  khổ quá nhìn đứa nào cũng ướt đầu với áo.con e học ở hà nội,negative
3347,4434,thời tiết qúa khắc nghiệt ,negative
3348,4437,công dân việt nam tại lào có nhu cầu về nước phải đăng ký xuất cảnh với đại sứ quán tổng lãnh sự quán việt nam 14137021996819/2980814425329058,negative
3349,4438,tui đang ở và làm việc ở campuchia nè.nhưng bên này 30 ngày ko có ca nhiễm mới.nên mọi người đừng quá lo lắng,negative
3350,4439,nếu ai về không khai báo và người nhà biết không khai báo thì đề nghị có chế tài xử lý mạnh tay để có tính răn đe để không làm ảnh hưởng đến mọi người dân,negative
3351,4440,phải sử lý theo pháp luật nghiêm khắc,negative
3352,4441,hoan nghênh cp và bcđ pcdb đã có những biện pháp kịp thời để cảnh báo và xử lý những trường hợp vi phạm quy định nhập cảnh trong giai đoạn phòng chống dịch bệnh,negative
3353,4442,đường mòn lối mở cẩn trọng hơn  truyền thông đến dân là trách nhiệm của chính quyền  địa phương vì dịch bệnh trên toàn cầu còn phức tạp nhắc nhở để mọi người cẩn trọng để không có sự lây lan ra cộng đồng  phải nhắc nhở tuyên truyền đến trường lớp cho các cháu ý thức trách nhiệm thuộc về nhà trường  thầy cô cùng gia đình chủ quan vì việt nam hơn tháng không có ca mới là chắc chắn có ,negative
3354,4443,rất nguy hiểm với những người chốn tránh cách ly khi đi về qua đường bộ,negative
3355,4444,cảm ơn thủ tướng trân thành cảm ơn phó thủ tướng vũ đức đam và triệu triệu trái tim việt nam yêu nước đã đồng lòng chung tay vượt qua vấn nạn này xin trân trọng cảm ơn ccb sư đoàn 338 anh hùng,positive
3356,4445,rất mừng hy vọng thời gian cách lý tiếp tục âm tính mong mọi người hãy có thức bảo vệ bản thân gia đình và cộng đồng,negative
3357,4446,tăng mức phạt để nâng cao ý thức cộng đồng,negative
3358,4447,hy vọng không có người “sa sảy” khiến cộng đồng người việt nam phải lo lắng đến như thế này nữa,negative
3359,4448,đừng quá chủ quan nhiều người về nước xét nghiệm âm tính lần 1 lần 2 bị dương tính đấy,negative
3360,4449,ôi zời mừng rơi nc mắt  cầu mong cho mọi sự tốt lành,negative
3361,4450,rất mừng tin tốt lành,positive
3362,4451,hi vọng mọi người có ý thức hơn cảm thấy tội những người ở tuyến đầu,negative
3363,4452,may quá cứ phòng hơn chống k thể chịu quan đc,negative
3364,4454,cầu mong bà con bình an  xin cảm ơn ,positive
3365,4455,sử mạnh tay làm gương cho kẻ khác,negative
3366,4456,k sợ bà con xa chỉ sợ láng giềng gần,negative
3367,4457,người về từ lòng đất,negative
3368,4458,may quá việt nam ơi,negative
3369,4460,mọi ng ko phải lo lắng đã có bộ y tế,negative
3370,4461,mừng vì tin tốt,positive
3371,4462,mừng hết sức,negative
3372,4464,mong là âm tính luôn ,negative
3373,4465,đỡ lo lắm luôn,positive
3374,4466,phải nghiêm,negative
3375,4467,báo cáo về trạm y tế hả ad,negative
3376,4471,lên làm như thế mới đc ko thể cứ lộm nhộm,negative
3377,4472,an tâm lần 1,negative
3378,4473,con lạy trời âm tính hết luôn nha,positive
3379,4474,vậy là ổn rồi,positive
3380,4476,nguyễn duy khánh đừng trốn về nha,negative
3381,4480,campuchia thì chắc cũng ko đến nỗi,negative
3382,4481,mừng thật sự,negative
3383,4485,chúc mừng nam định,negative
3384,4486,ngoc anh tran sắc vàng rực rỡ luôn chị nhỉ,negative
3385,4487,sân đẹp thế,positive
3386,4489,chính phủ ngủ trễ quá vậy,negative
3387,4490,nếu không có sự lãnh đạo của chính phủ thì không biết bao giờ mới có hình ảnh này được,negative
3388,4491,đất nước đầu tiên ở châu á làm được điều này,negative
3389,4492,cả tg đang nhìn đến vn,negative
3390,4493,thế karaoke bao giờ mới được mở lại vậy,negative
3391,4494,thiên trường là số 1,negative
3392,4495,tuyệt vời nam định,positive
3393,4496,may mắn là m cũng được hoà m trong ko khí này,negative
3394,4497,sợ dịch bệnh lắm ạ,negative
3395,4501,nam định phát huy nhé xin chúc mừng,positive
3396,4510,giây phút nhạc quốc ca vang lên là lúc thấy tự hào vô cùng tuyệt vời vì cả nhà nước và nhân dân cùng đồng lòng trong cuộc chiến đẩy lùi dịch bệnh,negative
3397,4511,đừng phấn khởi quá mang pháo sáng đi đốt sứ người nhoa,negative
3398,4512,đất nước đầu tiên trên thới giới cho phép tụ tập trên 10000 người nhưng mà có ng không tuân thủ đeo khẩu trang,negative
3399,4513,bán bản quyền phát sóng cho châu âu xem với ,negative
3400,4514,thật tuyệt vời xin cảm ơn đảng csvn chính phủ và 100 triệu đồng bào của tôi,positive
3401,4515,cứ như ở thế giới khác vậy việt nam đang tạo ra sự khác biệt so với toàn bộ phần còn lại của thế giới chỉ có tạo ra sự khác biệt như vậy thì chúng ta mới đạp lên mọi thứ để bật nhảy vươn lên một cách ngoạn mục việt nam muôn năm,negative
3402,4516,cám ơn đảng cám ơn chính phủ cám ơn cám ơn cám ơn,positive
3403,4517,tình hình asean,positive
3404,4518,sau bắc mỹ sẽ tới nam mỹ là tâm ổ dịch và sau nam mỹ sẽ là ấn độ và indonesia thành tâm dịch mới cứ đà này thì có khi hết năm chưa hết dịch,negative
3405,4519,vn lào và cam 3 nước ae vẫn ở đẳng cấp khác mn ợ,negative
3406,4520,việt nam lào campuchia,negative
3407,4521,bao giờ thì để cho bọn cháu về thất nghiệp  tiền k có  đi làm ngoài thì không cho ,negative
3408,4522,trump đã dự đoán đúng người mỹ chết 100k-200k  amen,negative
3409,4524,ơ tình hình em chuột thế nào rồi thông tin chính phủ ạ,positive
3410,4525,"ngay từ đầu cái từ “ virus cảm cúm “ nó làm cho người ta nghe để hiểu nôm na về chủng virus mới gây chết người nên trong tiềm thức của những người ko muốn đeo khẩu trang chỉ nghĩ là “ mình rất khỏe “  nếu chỉ công bố số người tử vong  không công bố số người hồi phục thì chắc khẩu trang sẽ dính trên mặt của họ 24,25/7",negative
3411,4526,trước mỹ dự đoán chết khoảng 60k giờ đã gần 100k vượt quá kiểm soát,negative
3412,4527,dịch bệnh ngoài kia vẫn đang còn diễn biến vô cùng phức tạp số ca lây nhiễm trên thế giới đã tăng lên gấp đôi chỉ trong vòng 1 tháng cả thế giới ngưng trệ vì lệnh cách ly phong tỏa trong khi đó việt nam chúng ta đang được sống an toàn chúng ta được làm việc để có được điều kỳ diệu này chúng ta phải biết ơn sự nỗ lực không biết mệt mỏi của chính phủ của các bác lãnh đạo và sự đoàn kết của cả dân tộc cầu mong cho thế giới sớm đẩy lùi được cơn đại dịch toàn cầu,negative
3413,4528,việt nam không chủ quan nhé,negative
3414,4529,đảng đã cho ta một mùa xuân đầy ước vọng ,negative
3415,4530,mình nghĩ brasil phải khoảng 1 triệu người rồi vì xét nghiệm cứ 2 người thì 1 người nhiễm bệnh,negative
3416,4532,đọc tin tức về dịch covid-19 mới thấy nước việt nam mình có cuộc sống tốt biết bao thấy được sự lãnh đạo của chính phủ trong công tác chống dịch xuất sắc thế nào,negative
3417,4533,giờ nam bán cầu vào mùa đông nữa thì nam mỹ lại toang nữa,negative
3418,4534,cầu cho đại dịch sớm qua  thế giới được yên bình,negative
3419,4535,vậy là đã sắp hết tháng 5 cả hành tinh này đình trệ nghiêm trọng vì dịch bệnh vũ hán này thật kinh khủng,negative
3420,4536,nga đã sản xuất thuốc chữa covid xong,negative
3421,4537,xin bảng thống kê asean,negative
3422,4538,thương lắm đất nước bạn ơi cầu mong cho dịch bệnh nhanh qua mau cố lên,negative
3423,4539,thế giới vẫn căng đét,positive
3424,4540,việt nam cứ đứng im như vậy nhé không cần phải cạnh tranh với thế giới làm gì kk,negative
3425,4541,này không sớm muộn ngang cúm tây ban nha,negative
3426,4543,việt nam của tôi,negative
3427,4544,bên tây vẫn toang lắm nhỉ,positive
3428,4546,trời 5tr5 người kìa mẹ nhung nguyễn,positive
3429,4547,sao họ ko học cách chống dịch của việt nam nhỉ,negative
3430,4548,cầu mong cho dịch sớm chấm dứt để cs trở lại ổn định  việt nam với các nc tuy khống chế đc dịch xong nền kinh tế vẫn bị ảnh hưởng nặng nề  nhiều người lao động bị mất việc  tệ nạn gia tăng ,negative
3431,4549,đấy nó phải thế quê em các bác cứ phải làm nghiêm vậy mới vừa ạ,negative
3432,4550,xin chính phủ mạnh tay bao công sức mà vì những người này mà đổ sông đổ biển đừng thấy xa mặt trời rồi vô kỉ luật,negative
3433,4551,"phải mạnh tay,triệt để  công khai hoan nghênh chính phủ",negative
3434,4552,cần bổ sung các lực lượng tuần tra các đường mòn lối mở dọc biên giới không thể chủ quan,negative
3435,4553,công tử bạc liêu,negative
3436,4554,thật may mắn,negative
3437,4555,rất may mán,positive
3438,4556,một tàn lửa nhỏ có thể đốt cả cánh rừng,negative
3439,4557,sử lý nghiêm,negative
3440,4558,đừng làm khổ nhau thêm một lần nữa mọi người ơi,negative
3441,4560,lm căng vay,positive
3442,4562,"con người khác động vật là có máu và nước mắt nếu là máu nóng thì xin hãy sống có trách nhiệm với bản thân mình và mọi người xung quanh,nhà nước đang gồng mình chống dịch kg giúp thì đừng phá hoại",negative
3443,4563,25 thành viên tổ bay cùng bn326 đều âm tính 14137021996819/2988029894607511,negative
3444,4564,xin được hỏi bệnh nhân 326 ngồi ghế số bao nhiêu ạ,negative
3445,4565,xin chúc phúc cho cô gái mau được phục hồi sức khoẻ trong người dich bệnh sớm bị tiêu diệc cô gái an tâm chấp hành đìều trị cho.thật tốt sớm về chung vui đoàn tụ bên gia đình nhe xin chúc cho cô gái được nhiều sức khoẻ mau phục hồi sức khoẻ trở về vui vẻ cùng gia đình cha mẹ nhé.xin tạm biệt,negative
3446,4566,nguyên sít hú hồn chim én,negative
3447,4567,tại sao ko phát hiện ngay ở trong nước họ,negative
3448,4571,cdc đà nẵng thông tin thêm về trường hợp này xem tại 14137021996819/2992250307518803,negative
3449,4572,quảng trị có danh sách kìa e lan my nhớ bỏ mùng nha coi chừng muỗi,negative
3450,4573,liễu vũ huhu mới lo lắng covi xong t lại lo thêm con zika,negative
3451,4574,huyen trang nguyễn thị ánh nhii ái duyên coi để ý giữ nhà cửa sạch sẽ tránh bị muỗi cắn nè,negative
3452,4575,tạ hoàng oanh mặc đồ dài ikk,positive
3453,4576,cloud nguyễn nè mấy ngừoi lại bảo vợ share bậy,negative
3454,4577,mẹ cẩn thận nguyễn hạnh nhớ đuổi hết muỗi,negative
3455,4578,phạm tâm cẩn thận nhé m hay bị muỗi đốt lắm ý,positive
3456,4579,lan nguyễn phun thuốc muỗi cẩn thận nhé chị,positive
3457,4580,mis nhan ngoc chăm mấy đứa cháu cho kĩ nge gì 6,negative
3458,4581,chị ơi cẩn thận nha cẩn thận cả sumo nữa cháo thu thuỷ,positive
3459,4582,phúc nguyễn muỗi sốt xuất huyết nè connn,positive
3460,4583,sang thanh lại zika nè aiu lúc dì mang thai teayang cũng là lân đầu có con zika,negative
3461,4584,mai ca cu thóc cẩn thận muỗi nha ngủ nhớ mắc màn,positive
3462,4585,nông mai hà nông thị núi's phước ghê thật á có tỉnh mình luôn ngủ nhớ bỏ mùng cho bé nha,negative
3463,4586,trà my cẩn thận chị này đừng để muỗi cắn các thứ ạ,positive
3464,4587,"vinh phan coi mấy đứa nhỏ ở nhà,ngủ coi móc mùng vào",negative
3465,4588,thiện vũ coi mua cái chai gì thoa cho muỗi đừng bu vào,negative
3466,4589,cẩn thận muỗi chích nè phương bích nguyễn,positive
3467,4590,tai họa dịch bệnh luôn rình rập đâu đó chúng ta phải ăn ở sạch để bảo vệ mình gia đình và cộng đồng vn,negative
3468,4591,văn sửu đây muỗi đây nhé nói bnhieu lần r ba bỏ cái cây trc cửa đi,negative
3469,4592,hoàng minh cương muỗi cũng nguy hiểm phết đấy,negative
3470,4593,muỗi đot gây hại sk mất ba tháng mới hồi phục lại cá nhân mình từng bị hai lần muỗi tấn công nhà nhà nên cẩn thận ko may bị nên uống thật nhiều nước vì ko phải cơ thể nào cũng truyền dịch đc và ăn thật nhiều cho tăng đề kháng để sau ba đến năm ngày phát ban mạnh cơ thể đỡ bị đuối,negative
3471,4594,vùng xa kg có dk y tế dân nhầm là bệnh cảm nên nặng khô máu cứu kg kịp sốt xuất huyết biến chứng nặng,negative
3472,4595,thùy trang giao đ/c vợ lên kế hoạch chốt chặn các thanh niên muỗi tại cửa phòng để bảo vệ an toàn tuyệt đối cho cu sóc nhá,negative
3473,4596,dịch kia chưa hết dịch khác lại tới một năm quá vất vả cho bác đam,negative
3474,4597,đừng có lười mắc màn cho con nưqx nhớ việt hòa,negative
3475,4598,nguyễn vinh phú yên cũng đang dịch sốt xuất huyết nè nha cả nhà cẩn thận nhen,positive
3476,4599,một năm đầy thiên tai dịch bệnh,negative
3477,4600,dịch cũ chưa qua đã ghi nhận thêm dịch mới nữa khổ thiệt,negative
3478,4601,giang nam muỗi bé nhưng nguy hiểm lắm đấy,positive
3479,4602,cẩn thận muỗi cắn em nhen nhớ xịt chống muỗi trước khi đi học nè trần lệ ngọc dung,negative
3480,4603,phuc phan cẩn thận nhá hà nội đang có dịch sốt xuất huyết,positive
3481,4604,trc khi quan hệ ae nên xét nghiệm phát cho chắc ăn,negative
3482,4605,ai đi vô mnam thì cẩn thận  mua thuốc muỗi về pun ở nhà,negative
3483,4606,cẩn thận nè pham ai vi mua dầu xong muỗi đi,negative
3484,4607,nguyen nguyen dặn cả nhà cẩn thận muỗi nge k kể lớn bé đâu,positive
3485,4608,huệ lê cẩn thận với muỗi này,negative
3486,4609,đức hạnh tn thì hạn chế cho kem sữa mạk sóoc hoặc váy thui c ah,negative
3487,4610,ryne vin chú ý mắc màn và tránh muỗi cho con em ơi ,negative
3488,4611,25 ngày tuổi hay 25 tuổi,negative
3489,4612,nguyễn hường trời đất tối mắc màn ngủ,negative
3490,4613,nguyễn loan phun thuốc muỗi luôn đi chị,negative
3491,4614,phạm xuân đại coi quạt k mua màn nì kẻ đợt dịch đó,negative
3492,4615,hiên nguyễn nhà nhiều muỗi nhớ diệt nha chị,negative
3493,4616,phạm hương giờ chịu nóng hay teo não,negative
3494,4617,đặng ngọc trình mua cái vơt mũi,negative
3495,4618,thanh trương nhớ xịt mũi cho gold,negative
3496,4619,trần lan anh ê tối ngủ mắc màn nhá,positive
3497,4620,tuấn quỳnh muỗi đây ba này,negative
3498,4621,cho mình hỏi gây dị tật cho thai nhi sau sinh ra hay trẻ nhỏ ạ,negative
3499,4622,mây cẩn thận muỗi đấy nhà c dùng tinh dầu đuổi muỗi cả ngày luôn mà thi thoảng thocz vẫn bị chích phát,negative
3500,4623,hoàng nam nguy hiểm quá nè trên quán mình có nhiều muỗi nữa ớ,negative
3501,4624,cái này phải làm cửa lưới chống muỗi thì hạn chế được rồi  cả nhà ai cần liên hệ nha 0938044014,negative
3502,4625,dương bi cẩn thận cu bin này hn đang có dịch sxh nữa,negative
3503,4626,hết dịch rồi tới bịnh khác khổ thật,negative
3504,4627,thùy dương đừng xem thường các triệu chứng nghen luôn để ý em nha,positive
3505,4628,hoàng duyên đấy  bà xem đấy cứ trách chị diệu đi,negative
3506,4629,bầu cẩn thận yên an,positive
3507,4630,ngày mới tràn đầy sức sống và may mắn nhé thông tin chính phủ,negative
3508,4631,mận quỳnh đà nẵng kìa,negative
3509,4632,mai út chị hai xem rồi nói ba mẹ cẩn thận cho em luôn nha,positive
3510,4633,trần loan coi cẩn thận nha mẹ,positive
3511,4634,nguyễn thị minh cúc cẩn thận muỗi đốt nè mẹ ơi,positive
3512,4635,may là truyền nhiễm từ muỗi nên chủ động kiểm soát và đề phòng chán vẫn còn con sars-cov-2 mà lại thêm con zika này nữa,negative
3513,4636,ôi corona chưa xong lại đến nó năm này là năm gì ko đâu cầu mong mọi người đều bình an,negative
3514,4637,nhiều muỗi lắm châu tinh tùng,negative
3515,4638,"ở huyện mình thấy có cháu bé cũng bị đầu nhỏ như nay,cơ mà không biết có phải do zika hay không nữa",negative
3516,4639,tran anh màn và softfell chị nhé,positive
3517,4640,cùng tt giúp gắn kết tình bạn và học hỏi nhiều điều hay mỗi ngày,negative
3518,4641,phương thanh đà nẵng ngheeee hòa khánh ngheeee,negative
3519,4642,phan quỳnh nga kiều oanh đà nẵng nậy cần thận,positive
3520,4643,lê thị thu diễm vũ kim phụng vũ quốc toàn nhà mình cẩn thận đó nha,negative
3521,4644,triệu hồng cẩn thận nha h ơi,negative
3522,4645,tg bây giờ nhiều loại bệnh lạ quá,negative
3523,4646,trà my năm nay là năm phất gì ko biết,negative
3524,4647,luong nhan cẩn thận nghe,positive
3525,4648,lan anh đang bầu bì nên cẩn thận,positive
3526,4649,hằng kunn ủa nghe bệnb này quen quen,negative
3527,4650,cẩn thận mọi người ơi chưa hết dịch lày lại suất hiện dịch mới,negative
3528,4651,bệnh này có lây truyền không vậy mọi người nếu có thì lây qua đường nào vậy ạ,negative
3529,4652,nhà a lắm muỗi,negative
3530,4653,đào trọng ở hòa khánh nè,negative
3531,4654,nghe ớn quá mẹ lê hoàng yến,positive
3532,4655,khanh linh dang bác linh cẩn thận nhé,positive
3533,4656,phụng minh nguyễn coi chừng bị cái này,negative
3534,4657,huệ mười cẩn thận nha c,positive
3535,4658,anh thư coi chừng muỗi nha bé,negative
3536,4659,đang định đi phú yên mà nói vậy thấy run run á,positive
3537,4660,mắc màn cẩn thận nhé mẹ cháu trần ngọc quang đăngn,positive
3538,4661,song tử bệnh nguy hiểm do muỗi gây ra đây này,negative
3539,4662,võ mỹ cứ thích ko mắc màn nì,negative
3540,4663,lê huy ngủ mùng thôi anh ơi,negative
3541,4664,hoàng my nguy hiểm ds chưa nì,negative
3542,4665,diệu anh nhớ cài màn,negative
3543,4666,hằng bùi coi đó sốt xh tề,negative
3544,4667,trâm võ pct cẩn thận nhé mợ ơi,positive
3545,4668,nguyen nhu hang lại thêm bệnh nè b,negative
3546,4669,pt soa coi cẩn thận,positive
3547,4670,nguyễn đức tàii nhớ mắc màn,negative
3548,4671,binh nguyenngân nguyễn diệt muỗi thôi,negative
3549,4672,phúc nguyễn muỗi đó,negative
3550,4673,nguyễn trang ghê dữ mẹ,negative
3551,4674,rứa phải đặt đèn đuổi muỗi tau bán đi nha kkk,negative
3552,4675,thành tín lưu dăng mùng kín lối cho em,negative
3553,4676,quang minh phan covi rồi đến zika,negative
3554,4677,minh vũ thả mùng r ngủ  muỗi chích bệnh đó,negative
3555,4678,tuấn anh meo ôi muỗi,negative
3556,4679,nguyễn võ minh nguyễn võ minh hiếuu,negative
3557,4680,võ kim vo kim loan,negative
3558,4681,nguyễn toàn do muỗi đấy,negative
3559,4682,trần lệ thuỷ bà xã cẩn thận mấy đứa 2 o ơi,negative
3560,4683,lê thành nhân cẩn thận muỗi a ơi,negative
3561,4684,dung nhi cẩn thận đấy,positive
3562,4685,linh do ngủ ko bg bỏ màn,negative
3563,4686,thiên thanh nguyen thanh thùy nguyễn sợ ghê,positive
3564,4687,hưng thế coppy bài để tuyên truyền phòng chống muỗi cho địa phương,negative
3565,4688,thanh hải virut do muỗi gây nên,negative
3566,4689,chính phủ rất kịp thời,positive
3567,4690,khánh linh lê giang bỏ mùng ngủ kìa mấy đĩ,negative
3568,4691,yen dinh út lê virus mới nữa à,positive
3569,4692,cửa lưới chống côn trùng ngăn chặn tới 99 sự xâm nhập của các loài muỗi côn trùng bụi bẩn và tạp vật bay vào nhà có tính thẩm mỹ cao không gây cản tầm nhìn cũng như giữ được sự thông thoáng trong nhà tránh việc hỏng hóc hay gỉ sét do nước mưa tác động của thời tiết không cần sử dụng các loại hóa chất tiêu diệt côn trùng độc hại dễ dàng tháo lắp vệ sinh có 4 màu để khách được thoải mái lựa chọn nhấc máy báo_giá_hoàn_thiện_lắp_đặt tư vấn miễn phí phù hợp với nhu cầu đo đạc khảo sát công trình miễn phí tại nhà bảo hành dịch vụ lên đến 24 tháng sau khi hoàn công nội thất develop 48 nhơn hoà 3 hoà an cẩm lệ đà nẵng hãy bảo vệ sức khỏe gia đình bạn nhé,negative
3570,4693,ga kute hoaingan nguyen nhớ tháng 3/2016 bs báo phú heo đầu nhỏ hết hồn giờ ở trên cao đỡ bị muỗi chích c3 k còn cầm vợt bắt muỗi nữa,negative
3571,4694,đã đến mùa mưa bà con nhớ phát quang bụi rậm xịt muỗi diệt lăng quăng ngoài zika ra thì sốt xuất huyết còn có thể gây chêt người,negative
3572,4695,mong bộ giao dục thông báo cho diệt muỗi trong trường học đi ạ các cháu nhỏ cần được bảo vệ nhất là cấp mầm non và tiểu học,negative
3573,4696,hồng thương võ phạm trí thiện nhớ xịt chống muỗi nha em hồi đó cái dịch này chị sợ thấy mồ luôn cẩn thận em bé nha,positive
3574,4697,kim anh 1 năm đầy thiên tai dịch bệnh,negative
3575,4698,khánh linh lương cẩn thận muỗi nha,positive
3576,4699,hoa violet cẩn thận muỗi đấy,positive
3577,4700,nam bờmm chồng ơi cẩn thận muỗi,positive
3578,4701,linh bùi cẩn thận em nhé,positive
3579,4702,thuý hường cẩn thận muỗi,negative
3580,4703,hieu ly cẩn thận muỗi đốt nghen m,positive
3581,4705,dung pham cẩn thận muỗi nè,positive
3582,4706,mơ mũmmĩm cẩn thận muỗi nha,positive
3583,4707,minh châu cẩn thận muỗi nha,positive
3584,4708,thùydương nguyễn huyen nguyen can than nhé,positive
3585,4709,đào diệu ngọc cẩn thận muỗi ạ,negative
3586,4710,tran hung sợ quá,negative
3587,4711,nga linh vs linh linh,negative
3588,4713,trần thân sợ,negative
3589,4714,chúc thông tin chính phủ một ngày thật nhiều năng lượng và ngân lượng,negative
3590,4715,phạm giang sơnm,negative
3591,4720,covid chưa qua zika đã đến hây za một năm thật vất vã,negative
3592,4721,chả có cái đất nước nào để cây cộ thụ trong sân trường trên đường phố như việt nam mình khi đốn cây cổ thụ trồng cây mới nhỏ nhắn an toàn hơn thì dân ra ôm cây khóc lóc báo chí chạy đua viết bài đến lúc mưa bão cây cổ thụ mà dân ôm cây khóc than gãy đè chết cô gái trẻ trên đường phố hà nội thì lại chẳng có ông nào ra ôm cô gái trẻ khóc chỉ có mỗi người thân,negative
3593,4722,"nói về trách nhiệm thì nhà trường cùng ban bảo vệ cây xanh thành phố đều phải xem đây là bài học đắt giá  đồng thời cảnh báo cho tất cả các trường khác cần thường xuyên kiểm tra khuôn viên trong trường không những là mùa mưa bão mà mùa nào cũng có thể xảy ra  họa bất trùng lai và không phải chỉ có cây cối mà còn nhiều thứ khác như điện nước bờ rào,hành lang  khu thể dục thể thao....v.v",negative
3594,4723,nen kiem tra toan truong tren ca nuoc tranh de tinh trang dau thuong xay ra,negative
3595,4724,đây là bài học để các trường(trường nào cũng có những cây phượng già cũng như bên cty cây xanh phải có trách nhiệm hơn về mùa mưa bão truyện này trách nhiệm sẽ thuộc về ai cũng biết là ngoài ý muốn chỉ khổ cho các gia đình có con bị nạn thật thương cho con không may qua đời xót xa,negative
3596,4725,quá nhiều vụ cây đổ gây tai nạn thương tâm rồi đề nghị các ban ngành liên quan rà soát toàn bộ và có biện pháp nhất là mùa mưa bão sắp đến,negative
3597,4726,đề nghị bên có chức năng thg xuyên kiểm tra xử lí ngay những cây có nguy cơ gãy đổ để tránh nguy hiểm  thi thoảng đi trên đg tôi thấy có cây bị hõm  rỗng 50 phần gốc cây rất nguy hiểm mà k dc xử lí ,negative
3598,4727,trường học đều có cây xanh vậy cần phải kiểm tra không để xảy ra nhất là trong mùa mưa nhé,negative
3599,4728,khổ thân các cháu hs quá mà làm sao các cháu lại đứng dưới gốc cây mộc rỗng cơ chứ,negative
3600,4729,ly tran tội ghê,positive
3601,4730,"bảo vệ trường kg đc đóng cổng trường và giáo viên phải giữ hs khi gặp cơn mưa giông kéo dài ở tp hcm như chiều qua,mưa từ4,30 tới 6h30 mới tạnh như vậy hs ra về là gặp nguy hiểm vì đường ngập và cây ngã chết người như hôm qua",negative
3602,4731,cũng là sự cố ngoài ý muốn chứ các bật làm thầy làm cô ai mà muốn vậy nếu trách nhà trường là sai hoàn toàn,negative
3603,4732,có khi phải làm cái rào chống bằng trụ sắt đối với những cây đc trồng trong sân trường chứ như này thương tâm lắm,negative
3604,4733,mua cây cổ thụ ko có rễ bám mà trồng cạn nữa nên xảy ra thảm họa kiểm tra toàn diện các trường trên toàn quốc mới trồng cây cổ thụ này và nhổ vứt gấp,negative
3605,4734,cây tự đổ làm sao phải điều tra chỉ ra được trách nhiệm của bên nào thôi rỗi việc quá ,negative
3606,4735,ơ cây đổ sao lại cần công an vào điều tra ạ đây là sự cố mà,negative
3607,4736,ky luật hiệu trưởng thương các bé quá,negative
3608,4737,bên cty cây xanh của thành phố phải chịu trách nhiệm và xử theo luật pháp,negative
3609,4738,chỗ thì chỉ định hs cắt cây điện giật chết chỗ thì cây đổ làm chết và bị thương hs thế này thì phụ huynh gửi con tới trường sao mà yên tâm cho nổi tội nghiệp các con,negative
3610,4739,biến đổi khí hậu  rác thải trôi nổi toàn cầu  bão lớn,negative
3611,4740,đây là bài học để nhà trường quan tâm đến cây xanh bóng mát trong trường cho các em học sinh,negative
3612,4741,cái này do xui rủi mà ra  năm nay nhiều biến cố quá tội gia đình cháu bé,negative
3613,4742,thật đau lòng cho 1 hs tử vong đau lòng quá đi thôi,negative
3614,4743,tào lao có 1 bé lớp 6/8 tử vong còn lại là bị thương đâu ra 13 em tu vong vậy,negative
3615,4744,thương thật sự,negative
3616,4745,trồng cây xong xung quanh toàn bê tông thế rễ nó khó phát triển rễ cắm nông dễ bật gốc,negative
3617,4746,công an đang điều tra và tạm dữ hình sự với cây phượng già để điều tra lm rõ,negative
3618,4747,đọc tin thấy mấy nay hcm mưa gió nhiều khổ thân các em cần làm rõ nguyên nhân,negative
